"","Phecode","ICD","ICD910","code"
"19689","180_1","ICD9:180.8","ICD9","1808"
"19690","180_1","ICD9:180.9","ICD9","1809"
"19691","180_1","ICD9:V10.41","ICD9","V1041"
"19697","180_3","ICD9:233.1","ICD9","2331"
"19698","180_3","ICD9:622.1","ICD9","6221"
"19699","180_3","ICD9:622.10","ICD9","62210"
"19700","180_3","ICD9:622.11","ICD9","62211"
"19701","180_3","ICD9:622.12","ICD9","62212"
"19711","182_","ICD9:179","ICD9","179"
"19712","182_","ICD9:182","ICD9","182"
"19713","182_","ICD9:182.0","ICD9","1820"
"19714","182_","ICD9:182.1","ICD9","1821"
"19715","182_","ICD9:182.8","ICD9","1828"
"19716","182_","ICD9:233.2","ICD9","2332"
"19717","182_","ICD9:V10.42","ICD9","V1042"
"19728","184_","ICD9:236.2","ICD9","2362"
"19736","184_","ICD9:181","ICD9","181"
"19737","184_","ICD9:183","ICD9","183"
"19738","184_","ICD9:183.2","ICD9","1832"
"19739","184_","ICD9:183.3","ICD9","1833"
"19740","184_","ICD9:183.4","ICD9","1834"
"19741","184_","ICD9:183.5","ICD9","1835"
"19742","184_","ICD9:183.8","ICD9","1838"
"19743","184_","ICD9:183.9","ICD9","1839"
"19744","184_","ICD9:184","ICD9","184"
"19745","184_","ICD9:184.8","ICD9","1848"
"19746","184_","ICD9:184.9","ICD9","1849"
"19747","184_","ICD9:V10.40","ICD9","V1040"
"19748","184_","ICD9:V10.44","ICD9","V1044"
"19769","184_","ICD9:183.0","ICD9","1830"
"19770","184_","ICD9:V10.43","ICD9","V1043"
"19776","184_","ICD9:184.0","ICD9","1840"
"19777","184_","ICD9:184.1","ICD9","1841"
"19778","184_","ICD9:184.2","ICD9","1842"
"19779","184_","ICD9:184.3","ICD9","1843"
"19780","184_","ICD9:184.4","ICD9","1844"
"19781","184_","ICD9:233.3","ICD9","2333"
"19782","184_","ICD9:233.30","ICD9","23330"
"19783","184_","ICD9:233.31","ICD9","23331"
"19784","184_","ICD9:233.32","ICD9","23332"
"19785","184_","ICD9:233.39","ICD9","23339"
"19786","184_","ICD9:236.0","ICD9","2360"
"19787","184_","ICD9:236.1","ICD9","2361"
"19788","184_","ICD9:236.3","ICD9","2363"
"19806","184_1","ICD9:181","ICD9","181"
"19807","184_1","ICD9:183","ICD9","183"
"19808","184_1","ICD9:183.2","ICD9","1832"
"19809","184_1","ICD9:183.3","ICD9","1833"
"19810","184_1","ICD9:183.4","ICD9","1834"
"19811","184_1","ICD9:183.5","ICD9","1835"
"19812","184_1","ICD9:183.8","ICD9","1838"
"19813","184_1","ICD9:183.9","ICD9","1839"
"19814","184_1","ICD9:184","ICD9","184"
"19815","184_1","ICD9:184.8","ICD9","1848"
"19816","184_1","ICD9:184.9","ICD9","1849"
"19817","184_1","ICD9:V10.40","ICD9","V1040"
"19818","184_1","ICD9:V10.44","ICD9","V1044"
"19839","184_1","ICD9:183.0","ICD9","1830"
"19840","184_1","ICD9:V10.43","ICD9","V1043"
"19846","184_11","ICD9:183.0","ICD9","1830"
"19847","184_11","ICD9:V10.43","ICD9","V1043"
"19853","184_2","ICD9:184.0","ICD9","1840"
"19854","184_2","ICD9:184.1","ICD9","1841"
"19855","184_2","ICD9:184.2","ICD9","1842"
"19856","184_2","ICD9:184.3","ICD9","1843"
"19857","184_2","ICD9:184.4","ICD9","1844"
"19858","184_2","ICD9:233.3","ICD9","2333"
"19859","184_2","ICD9:233.30","ICD9","23330"
"19860","184_2","ICD9:233.31","ICD9","23331"
"19861","184_2","ICD9:233.32","ICD9","23332"
"19862","184_2","ICD9:233.39","ICD9","23339"
"19863","184_2","ICD9:236.0","ICD9","2360"
"19864","184_2","ICD9:236.1","ICD9","2361"
"19865","184_2","ICD9:236.3","ICD9","2363"
"19883","185_","ICD9:185","ICD9","185"
"19884","185_","ICD9:233.4","ICD9","2334"
"19885","185_","ICD9:V10.46","ICD9","V1046"
"19889","187_","ICD9:187","ICD9","187"
"19890","187_","ICD9:233.5","ICD9","2335"
"19891","187_","ICD9:233.6","ICD9","2336"
"19892","187_","ICD9:V10.48","ICD9","V1048"
"19901","187_","ICD9:187.1","ICD9","1871"
"19902","187_","ICD9:187.2","ICD9","1872"
"19903","187_","ICD9:187.3","ICD9","1873"
"19904","187_","ICD9:187.4","ICD9","1874"
"19905","187_","ICD9:187.5","ICD9","1875"
"19906","187_","ICD9:187.6","ICD9","1876"
"19907","187_","ICD9:187.7","ICD9","1877"
"19908","187_","ICD9:187.8","ICD9","1878"
"19909","187_","ICD9:187.9","ICD9","1879"
"19910","187_","ICD9:V10.45","ICD9","V1045"
"19911","187_","ICD9:V10.49","ICD9","V1049"
"19931","187_","ICD9:186","ICD9","186"
"19932","187_","ICD9:186.0","ICD9","1860"
"19933","187_","ICD9:186.9","ICD9","1869"
"19934","187_","ICD9:V10.47","ICD9","V1047"
"19949","187_","ICD9:236.4","ICD9","2364"
"19950","187_","ICD9:236.5","ICD9","2365"
"19951","187_","ICD9:236.6","ICD9","2366"
"19960","187_1","ICD9:187.1","ICD9","1871"
"19961","187_1","ICD9:187.2","ICD9","1872"
"19962","187_1","ICD9:187.3","ICD9","1873"
"19963","187_1","ICD9:187.4","ICD9","1874"
"19964","187_1","ICD9:187.5","ICD9","1875"
"19965","187_1","ICD9:187.6","ICD9","1876"
"19966","187_1","ICD9:187.7","ICD9","1877"
"19967","187_1","ICD9:187.8","ICD9","1878"
"19968","187_1","ICD9:187.9","ICD9","1879"
"19969","187_1","ICD9:V10.45","ICD9","V1045"
"19970","187_1","ICD9:V10.49","ICD9","V1049"
"19990","187_2","ICD9:186","ICD9","186"
"19991","187_2","ICD9:186.0","ICD9","1860"
"19992","187_2","ICD9:186.9","ICD9","1869"
"19993","187_2","ICD9:V10.47","ICD9","V1047"
"20008","187_8","ICD9:236.4","ICD9","2364"
"20009","187_8","ICD9:236.5","ICD9","2365"
"20010","187_8","ICD9:236.6","ICD9","2366"
"20019","189_","ICD9:233.9","ICD9","2339"
"20027","189_","ICD9:209.24","ICD9","20924"
"20028","189_","ICD9:V10.52","ICD9","V1052"
"20031","189_","ICD9:189.0","ICD9","1890"
"20039","189_","ICD9:189.1","ICD9","1891"
"20040","189_","ICD9:V10.53","ICD9","V1053"
"20046","189_","ICD9:233.7","ICD9","2337"
"20047","189_","ICD9:236.7","ICD9","2367"
"20048","189_","ICD9:239.4","ICD9","2394"
"20052","189_","ICD9:188","ICD9","188"
"20053","189_","ICD9:188.0","ICD9","1880"
"20054","189_","ICD9:188.1","ICD9","1881"
"20055","189_","ICD9:188.2","ICD9","1882"
"20056","189_","ICD9:188.3","ICD9","1883"
"20057","189_","ICD9:188.4","ICD9","1884"
"20058","189_","ICD9:188.5","ICD9","1885"
"20059","189_","ICD9:188.6","ICD9","1886"
"20060","189_","ICD9:188.7","ICD9","1887"
"20061","189_","ICD9:188.8","ICD9","1888"
"20062","189_","ICD9:188.9","ICD9","1889"
"20063","189_","ICD9:V10.51","ICD9","V1051"
"20076","189_","ICD9:189","ICD9","189"
"20077","189_","ICD9:189.2","ICD9","1892"
"20078","189_","ICD9:189.3","ICD9","1893"
"20079","189_","ICD9:189.4","ICD9","1894"
"20080","189_","ICD9:189.8","ICD9","1898"
"20081","189_","ICD9:189.9","ICD9","1899"
"20082","189_","ICD9:V10.5","ICD9","V105"
"20083","189_","ICD9:V10.50","ICD9","V1050"
"20084","189_","ICD9:V10.59","ICD9","V1059"
"20094","189_1","ICD9:209.24","ICD9","20924"
"20095","189_1","ICD9:V10.52","ICD9","V1052"
"20098","189_1","ICD9:189.0","ICD9","1890"
"20106","189_1","ICD9:189.1","ICD9","1891"
"20107","189_1","ICD9:V10.53","ICD9","V1053"
"20113","189_11","ICD9:189.0","ICD9","1890"
"20121","189_12","ICD9:189.1","ICD9","1891"
"20122","189_12","ICD9:V10.53","ICD9","V1053"
"20128","189_2","ICD9:233.7","ICD9","2337"
"20129","189_2","ICD9:236.7","ICD9","2367"
"20130","189_2","ICD9:239.4","ICD9","2394"
"20134","189_2","ICD9:188","ICD9","188"
"20135","189_2","ICD9:188.0","ICD9","1880"
"20136","189_2","ICD9:188.1","ICD9","1881"
"20137","189_2","ICD9:188.2","ICD9","1882"
"20138","189_2","ICD9:188.3","ICD9","1883"
"20139","189_2","ICD9:188.4","ICD9","1884"
"20140","189_2","ICD9:188.5","ICD9","1885"
"20141","189_2","ICD9:188.6","ICD9","1886"
"20142","189_2","ICD9:188.7","ICD9","1887"
"20143","189_2","ICD9:188.8","ICD9","1888"
"20144","189_2","ICD9:188.9","ICD9","1889"
"20145","189_2","ICD9:V10.51","ICD9","V1051"
"20158","189_21","ICD9:188","ICD9","188"
"20159","189_21","ICD9:188.0","ICD9","1880"
"20160","189_21","ICD9:188.1","ICD9","1881"
"20161","189_21","ICD9:188.2","ICD9","1882"
"20162","189_21","ICD9:188.3","ICD9","1883"
"20163","189_21","ICD9:188.4","ICD9","1884"
"20164","189_21","ICD9:188.5","ICD9","1885"
"20165","189_21","ICD9:188.6","ICD9","1886"
"20166","189_21","ICD9:188.7","ICD9","1887"
"20167","189_21","ICD9:188.8","ICD9","1888"
"20168","189_21","ICD9:188.9","ICD9","1889"
"20169","189_21","ICD9:V10.51","ICD9","V1051"
"20182","189_4","ICD9:189","ICD9","189"
"20183","189_4","ICD9:189.2","ICD9","1892"
"20184","189_4","ICD9:189.3","ICD9","1893"
"20185","189_4","ICD9:189.4","ICD9","1894"
"20186","189_4","ICD9:189.8","ICD9","1898"
"20187","189_4","ICD9:189.9","ICD9","1899"
"20188","189_4","ICD9:V10.5","ICD9","V105"
"20189","189_4","ICD9:V10.50","ICD9","V1050"
"20190","189_4","ICD9:V10.59","ICD9","V1059"
"20200","190_","ICD9:190","ICD9","190"
"20201","190_","ICD9:190.0","ICD9","1900"
"20202","190_","ICD9:190.1","ICD9","1901"
"20203","190_","ICD9:190.2","ICD9","1902"
"20204","190_","ICD9:190.3","ICD9","1903"
"20205","190_","ICD9:190.4","ICD9","1904"
"20206","190_","ICD9:190.5","ICD9","1905"
"20207","190_","ICD9:190.6","ICD9","1906"
"20208","190_","ICD9:190.7","ICD9","1907"
"20209","190_","ICD9:190.8","ICD9","1908"
"20210","190_","ICD9:190.9","ICD9","1909"
"20211","190_","ICD9:234.0","ICD9","2340"
"20212","190_","ICD9:V10.84","ICD9","V1084"
"20255","191_","ICD9:237.5","ICD9","2375"
"20256","191_","ICD9:237.6","ICD9","2376"
"20257","191_","ICD9:239.6","ICD9","2396"
"20267","191_","ICD9:192","ICD9","192"
"20268","191_","ICD9:192.0","ICD9","1920"
"20269","191_","ICD9:192.1","ICD9","1921"
"20270","191_","ICD9:192.2","ICD9","1922"
"20271","191_","ICD9:192.3","ICD9","1923"
"20272","191_","ICD9:192.8","ICD9","1928"
"20273","191_","ICD9:192.9","ICD9","1929"
"20274","191_","ICD9:V10.86","ICD9","V1086"
"20299","191_","ICD9:191","ICD9","191"
"20300","191_","ICD9:191.0","ICD9","1910"
"20301","191_","ICD9:191.1","ICD9","1911"
"20302","191_","ICD9:191.2","ICD9","1912"
"20303","191_","ICD9:191.3","ICD9","1913"
"20304","191_","ICD9:191.4","ICD9","1914"
"20305","191_","ICD9:191.5","ICD9","1915"
"20306","191_","ICD9:191.6","ICD9","1916"
"20307","191_","ICD9:191.7","ICD9","1917"
"20308","191_","ICD9:191.8","ICD9","1918"
"20309","191_","ICD9:191.9","ICD9","1919"
"20310","191_","ICD9:V10.85","ICD9","V1085"
"20323","191_1","ICD9:192","ICD9","192"
"20324","191_1","ICD9:192.0","ICD9","1920"
"20325","191_1","ICD9:192.1","ICD9","1921"
"20326","191_1","ICD9:192.2","ICD9","1922"
"20327","191_1","ICD9:192.3","ICD9","1923"
"20328","191_1","ICD9:192.8","ICD9","1928"
"20329","191_1","ICD9:192.9","ICD9","1929"
"20330","191_1","ICD9:V10.86","ICD9","V1086"
"20355","191_1","ICD9:191","ICD9","191"
"20356","191_1","ICD9:191.0","ICD9","1910"
"20357","191_1","ICD9:191.1","ICD9","1911"
"20358","191_1","ICD9:191.2","ICD9","1912"
"20359","191_1","ICD9:191.3","ICD9","1913"
"20360","191_1","ICD9:191.4","ICD9","1914"
"20361","191_1","ICD9:191.5","ICD9","1915"
"20362","191_1","ICD9:191.6","ICD9","1916"
"20363","191_1","ICD9:191.7","ICD9","1917"
"20364","191_1","ICD9:191.8","ICD9","1918"
"20365","191_1","ICD9:191.9","ICD9","1919"
"20366","191_1","ICD9:V10.85","ICD9","V1085"
"20379","191_11","ICD9:191","ICD9","191"
"20380","191_11","ICD9:191.0","ICD9","1910"
"20381","191_11","ICD9:191.1","ICD9","1911"
"20382","191_11","ICD9:191.2","ICD9","1912"
"20383","191_11","ICD9:191.3","ICD9","1913"
"20384","191_11","ICD9:191.4","ICD9","1914"
"20385","191_11","ICD9:191.5","ICD9","1915"
"20386","191_11","ICD9:191.6","ICD9","1916"
"20387","191_11","ICD9:191.7","ICD9","1917"
"20388","191_11","ICD9:191.8","ICD9","1918"
"20389","191_11","ICD9:191.9","ICD9","1919"
"20390","191_11","ICD9:V10.85","ICD9","V1085"
"20403","193_","ICD9:193","ICD9","193"
"20404","193_","ICD9:V10.87","ICD9","V1087"
"20407","194_","ICD9:194","ICD9","194"
"20408","194_","ICD9:194.0","ICD9","1940"
"20409","194_","ICD9:194.1","ICD9","1941"
"20410","194_","ICD9:194.3","ICD9","1943"
"20411","194_","ICD9:194.4","ICD9","1944"
"20412","194_","ICD9:194.5","ICD9","1945"
"20413","194_","ICD9:194.6","ICD9","1946"
"20414","194_","ICD9:194.8","ICD9","1948"
"20415","194_","ICD9:194.9","ICD9","1949"
"20416","194_","ICD9:V10.88","ICD9","V1088"
"20441","195_","ICD9:209.2","ICD9","2092"
"20442","195_","ICD9:209.20","ICD9","20920"
"20443","195_","ICD9:209.29","ICD9","20929"
"20444","195_","ICD9:209.3","ICD9","2093"
"20445","195_","ICD9:209.30","ICD9","20930"
"20446","195_","ICD9:209.70","ICD9","20970"
"20447","195_","ICD9:209.75","ICD9","20975"
"20448","195_","ICD9:234","ICD9","234"
"20449","195_","ICD9:234.8","ICD9","2348"
"20450","195_","ICD9:234.9","ICD9","2349"
"20451","195_","ICD9:338.3","ICD9","3383"
"20452","195_","ICD9:V71.1","ICD9","V711"
"20464","195_","ICD9:195","ICD9","195"
"20465","195_","ICD9:195.2","ICD9","1952"
"20466","195_","ICD9:195.3","ICD9","1953"
"20467","195_","ICD9:195.4","ICD9","1954"
"20468","195_","ICD9:195.5","ICD9","1955"
"20469","195_","ICD9:195.8","ICD9","1958"
"20470","195_","ICD9:199","ICD9","199"
"20471","195_","ICD9:199.0","ICD9","1990"
"20472","195_","ICD9:199.1","ICD9","1991"
"20473","195_","ICD9:V10","ICD9","V10"
"20474","195_","ICD9:V10.4","ICD9","V104"
"20475","195_","ICD9:V10.8","ICD9","V108"
"20476","195_","ICD9:V10.89","ICD9","V1089"
"20477","195_","ICD9:V10.9","ICD9","V109"
"20478","195_","ICD9:V10.90","ICD9","V1090"
"20479","195_","ICD9:V10.91","ICD9","V1091"
"20505","195_1","ICD9:195","ICD9","195"
"20506","195_1","ICD9:195.2","ICD9","1952"
"20507","195_1","ICD9:195.3","ICD9","1953"
"20508","195_1","ICD9:195.4","ICD9","1954"
"20509","195_1","ICD9:195.5","ICD9","1955"
"20510","195_1","ICD9:195.8","ICD9","1958"
"20511","195_1","ICD9:199","ICD9","199"
"20512","195_1","ICD9:199.0","ICD9","1990"
"20513","195_1","ICD9:199.1","ICD9","1991"
"20514","195_1","ICD9:V10","ICD9","V10"
"20515","195_1","ICD9:V10.4","ICD9","V104"
"20516","195_1","ICD9:V10.8","ICD9","V108"
"20517","195_1","ICD9:V10.89","ICD9","V1089"
"20518","195_1","ICD9:V10.9","ICD9","V109"
"20519","195_1","ICD9:V10.90","ICD9","V1090"
"20520","195_1","ICD9:V10.91","ICD9","V1091"
"20546","195_3","ICD9:195.0","ICD9","1950"
"20548","196_","ICD9:V58.0","ICD9","V580"
"20549","196_","ICD9:V66.1","ICD9","V661"
"20550","196_","ICD9:V67.1","ICD9","V671"
"20551","197_","ICD9:V58.1","ICD9","V581"
"20552","197_","ICD9:V58.11","ICD9","V5811"
"20553","197_","ICD9:V58.12","ICD9","V5812"
"20554","197_","ICD9:V66.2","ICD9","V662"
"20555","197_","ICD9:V67.2","ICD9","V672"
"20556","197_","ICD9:V87.41","ICD9","V8741"
"20558","198_","ICD9:197","ICD9","197"
"20559","198_","ICD9:198","ICD9","198"
"20560","198_","ICD9:198.0","ICD9","1980"
"20561","198_","ICD9:198.1","ICD9","1981"
"20562","198_","ICD9:198.6","ICD9","1986"
"20563","198_","ICD9:198.7","ICD9","1987"
"20564","198_","ICD9:198.8","ICD9","1988"
"20565","198_","ICD9:198.81","ICD9","19881"
"20566","198_","ICD9:198.82","ICD9","19882"
"20567","198_","ICD9:198.89","ICD9","19889"
"20568","198_","ICD9:209.7","ICD9","2097"
"20569","198_","ICD9:209.79","ICD9","20979"
"20570","198_","ICD9:511.81","ICD9","51181"
"20571","198_","ICD9:789.51","ICD9","78951"
"20598","198_","ICD9:196","ICD9","196"
"20599","198_","ICD9:196.0","ICD9","1960"
"20600","198_","ICD9:196.1","ICD9","1961"
"20601","198_","ICD9:196.2","ICD9","1962"
"20602","198_","ICD9:196.3","ICD9","1963"
"20603","198_","ICD9:196.5","ICD9","1965"
"20604","198_","ICD9:196.6","ICD9","1966"
"20605","198_","ICD9:196.8","ICD9","1968"
"20606","198_","ICD9:196.9","ICD9","1969"
"20607","198_","ICD9:209.71","ICD9","20971"
"20618","198_","ICD9:197.0","ICD9","1970"
"20619","198_","ICD9:197.1","ICD9","1971"
"20620","198_","ICD9:197.2","ICD9","1972"
"20621","198_","ICD9:197.3","ICD9","1973"
"20631","198_","ICD9:197.4","ICD9","1974"
"20632","198_","ICD9:197.5","ICD9","1975"
"20633","198_","ICD9:197.6","ICD9","1976"
"20634","198_","ICD9:197.8","ICD9","1978"
"20635","198_","ICD9:209.74","ICD9","20974"
"20643","198_","ICD9:197.7","ICD9","1977"
"20644","198_","ICD9:209.72","ICD9","20972"
"20647","198_","ICD9:198.3","ICD9","1983"
"20648","198_","ICD9:198.4","ICD9","1984"
"20655","198_","ICD9:198.5","ICD9","1985"
"20656","198_","ICD9:209.73","ICD9","20973"
"20661","198_","ICD9:198.2","ICD9","1982"
"20663","198_1","ICD9:196","ICD9","196"
"20664","198_1","ICD9:196.0","ICD9","1960"
"20665","198_1","ICD9:196.1","ICD9","1961"
"20666","198_1","ICD9:196.2","ICD9","1962"
"20667","198_1","ICD9:196.3","ICD9","1963"
"20668","198_1","ICD9:196.5","ICD9","1965"
"20669","198_1","ICD9:196.6","ICD9","1966"
"20670","198_1","ICD9:196.8","ICD9","1968"
"20671","198_1","ICD9:196.9","ICD9","1969"
"20672","198_1","ICD9:209.71","ICD9","20971"
"20683","198_2","ICD9:197.0","ICD9","1970"
"20684","198_2","ICD9:197.1","ICD9","1971"
"20685","198_2","ICD9:197.2","ICD9","1972"
"20686","198_2","ICD9:197.3","ICD9","1973"
"20696","198_3","ICD9:197.4","ICD9","1974"
"20697","198_3","ICD9:197.5","ICD9","1975"
"20698","198_3","ICD9:197.6","ICD9","1976"
"20699","198_3","ICD9:197.8","ICD9","1978"
"20700","198_3","ICD9:209.74","ICD9","20974"
"20708","198_4","ICD9:197.7","ICD9","1977"
"20709","198_4","ICD9:209.72","ICD9","20972"
"20712","198_5","ICD9:198.3","ICD9","1983"
"20713","198_5","ICD9:198.4","ICD9","1984"
"20720","198_6","ICD9:198.5","ICD9","1985"
"20721","198_6","ICD9:209.73","ICD9","20973"
"20726","198_7","ICD9:198.2","ICD9","1982"
"20728","199_","ICD9:209","ICD9","209"
"20729","199_","ICD9:235","ICD9","235"
"20730","199_","ICD9:235.0","ICD9","2350"
"20731","199_","ICD9:235.1","ICD9","2351"
"20732","199_","ICD9:235.3","ICD9","2353"
"20733","199_","ICD9:235.4","ICD9","2354"
"20734","199_","ICD9:235.6","ICD9","2356"
"20735","199_","ICD9:235.7","ICD9","2357"
"20736","199_","ICD9:235.8","ICD9","2358"
"20737","199_","ICD9:235.9","ICD9","2359"
"20738","199_","ICD9:236","ICD9","236"
"20739","199_","ICD9:236.9","ICD9","2369"
"20740","199_","ICD9:236.90","ICD9","23690"
"20741","199_","ICD9:236.91","ICD9","23691"
"20742","199_","ICD9:236.99","ICD9","23699"
"20743","199_","ICD9:237","ICD9","237"
"20744","199_","ICD9:237.0","ICD9","2370"
"20745","199_","ICD9:237.1","ICD9","2371"
"20746","199_","ICD9:237.2","ICD9","2372"
"20747","199_","ICD9:237.3","ICD9","2373"
"20748","199_","ICD9:237.4","ICD9","2374"
"20749","199_","ICD9:237.9","ICD9","2379"
"20750","199_","ICD9:238","ICD9","238"
"20751","199_","ICD9:238.0","ICD9","2380"
"20752","199_","ICD9:238.1","ICD9","2381"
"20753","199_","ICD9:238.8","ICD9","2388"
"20754","199_","ICD9:238.9","ICD9","2389"
"20755","199_","ICD9:239","ICD9","239"
"20756","199_","ICD9:239.1","ICD9","2391"
"20757","199_","ICD9:239.2","ICD9","2392"
"20758","199_","ICD9:239.5","ICD9","2395"
"20759","199_","ICD9:239.7","ICD9","2397"
"20760","199_","ICD9:239.8","ICD9","2398"
"20761","199_","ICD9:239.81","ICD9","23981"
"20762","199_","ICD9:239.89","ICD9","23989"
"20763","199_","ICD9:239.9","ICD9","2399"
"20837","199_","ICD9:237.7","ICD9","2377"
"20838","199_","ICD9:237.70","ICD9","23770"
"20839","199_","ICD9:237.71","ICD9","23771"
"20840","199_","ICD9:237.72","ICD9","23772"
"20841","199_","ICD9:237.73","ICD9","23773"
"20842","199_","ICD9:237.79","ICD9","23779"
"20849","199_4","ICD9:237.7","ICD9","2377"
"20850","199_4","ICD9:237.70","ICD9","23770"
"20851","199_4","ICD9:237.71","ICD9","23771"
"20852","199_4","ICD9:237.72","ICD9","23772"
"20853","199_4","ICD9:237.73","ICD9","23773"
"20854","199_4","ICD9:237.79","ICD9","23779"
"20861","200_","ICD9:238.5","ICD9","2385"
"20862","200_","ICD9:238.6","ICD9","2386"
"20863","200_","ICD9:238.7","ICD9","2387"
"20864","200_","ICD9:238.71","ICD9","23871"
"20865","200_","ICD9:238.72","ICD9","23872"
"20866","200_","ICD9:238.73","ICD9","23873"
"20867","200_","ICD9:238.74","ICD9","23874"
"20868","200_","ICD9:238.75","ICD9","23875"
"20869","200_","ICD9:238.76","ICD9","23876"
"20870","200_","ICD9:238.79","ICD9","23879"
"20896","200_","ICD9:238.4","ICD9","2384"
"20899","200_1","ICD9:238.4","ICD9","2384"
"20902","201_","ICD9:201","ICD9","201"
"20903","201_","ICD9:201.0","ICD9","2010"
"20904","201_","ICD9:201.00","ICD9","20100"
"20905","201_","ICD9:201.01","ICD9","20101"
"20906","201_","ICD9:201.02","ICD9","20102"
"20907","201_","ICD9:201.03","ICD9","20103"
"20908","201_","ICD9:201.04","ICD9","20104"
"20909","201_","ICD9:201.05","ICD9","20105"
"20910","201_","ICD9:201.06","ICD9","20106"
"20911","201_","ICD9:201.07","ICD9","20107"
"20912","201_","ICD9:201.08","ICD9","20108"
"20913","201_","ICD9:201.1","ICD9","2011"
"20914","201_","ICD9:201.10","ICD9","20110"
"20915","201_","ICD9:201.11","ICD9","20111"
"20916","201_","ICD9:201.12","ICD9","20112"
"20917","201_","ICD9:201.13","ICD9","20113"
"20918","201_","ICD9:201.14","ICD9","20114"
"20919","201_","ICD9:201.15","ICD9","20115"
"20920","201_","ICD9:201.16","ICD9","20116"
"20921","201_","ICD9:201.17","ICD9","20117"
"20922","201_","ICD9:201.18","ICD9","20118"
"20923","201_","ICD9:201.2","ICD9","2012"
"20924","201_","ICD9:201.20","ICD9","20120"
"20925","201_","ICD9:201.21","ICD9","20121"
"20926","201_","ICD9:201.22","ICD9","20122"
"20927","201_","ICD9:201.23","ICD9","20123"
"20928","201_","ICD9:201.24","ICD9","20124"
"20929","201_","ICD9:201.25","ICD9","20125"
"20930","201_","ICD9:201.26","ICD9","20126"
"20931","201_","ICD9:201.27","ICD9","20127"
"20932","201_","ICD9:201.28","ICD9","20128"
"20933","201_","ICD9:201.4","ICD9","2014"
"20934","201_","ICD9:201.40","ICD9","20140"
"20935","201_","ICD9:201.41","ICD9","20141"
"20936","201_","ICD9:201.42","ICD9","20142"
"20937","201_","ICD9:201.43","ICD9","20143"
"20938","201_","ICD9:201.44","ICD9","20144"
"20939","201_","ICD9:201.45","ICD9","20145"
"20940","201_","ICD9:201.46","ICD9","20146"
"20941","201_","ICD9:201.47","ICD9","20147"
"20942","201_","ICD9:201.48","ICD9","20148"
"20943","201_","ICD9:201.5","ICD9","2015"
"20944","201_","ICD9:201.50","ICD9","20150"
"20945","201_","ICD9:201.51","ICD9","20151"
"20946","201_","ICD9:201.52","ICD9","20152"
"20947","201_","ICD9:201.53","ICD9","20153"
"20948","201_","ICD9:201.54","ICD9","20154"
"20949","201_","ICD9:201.55","ICD9","20155"
"20950","201_","ICD9:201.56","ICD9","20156"
"20951","201_","ICD9:201.57","ICD9","20157"
"20952","201_","ICD9:201.58","ICD9","20158"
"20953","201_","ICD9:201.6","ICD9","2016"
"20954","201_","ICD9:201.60","ICD9","20160"
"20955","201_","ICD9:201.61","ICD9","20161"
"20956","201_","ICD9:201.62","ICD9","20162"
"20957","201_","ICD9:201.63","ICD9","20163"
"20958","201_","ICD9:201.64","ICD9","20164"
"20959","201_","ICD9:201.65","ICD9","20165"
"20960","201_","ICD9:201.66","ICD9","20166"
"20961","201_","ICD9:201.67","ICD9","20167"
"20962","201_","ICD9:201.68","ICD9","20168"
"20963","201_","ICD9:201.7","ICD9","2017"
"20964","201_","ICD9:201.70","ICD9","20170"
"20965","201_","ICD9:201.71","ICD9","20171"
"20966","201_","ICD9:201.72","ICD9","20172"
"20967","201_","ICD9:201.73","ICD9","20173"
"20968","201_","ICD9:201.74","ICD9","20174"
"20969","201_","ICD9:201.75","ICD9","20175"
"20970","201_","ICD9:201.76","ICD9","20176"
"20971","201_","ICD9:201.77","ICD9","20177"
"20972","201_","ICD9:201.78","ICD9","20178"
"20973","201_","ICD9:201.9","ICD9","2019"
"20974","201_","ICD9:201.90","ICD9","20190"
"20975","201_","ICD9:201.91","ICD9","20191"
"20976","201_","ICD9:201.92","ICD9","20192"
"20977","201_","ICD9:201.93","ICD9","20193"
"20978","201_","ICD9:201.94","ICD9","20194"
"20979","201_","ICD9:201.95","ICD9","20195"
"20980","201_","ICD9:201.96","ICD9","20196"
"20981","201_","ICD9:201.97","ICD9","20197"
"20982","201_","ICD9:201.98","ICD9","20198"
"20983","201_","ICD9:V10.72","ICD9","V1072"
"21063","202_","ICD9:202","ICD9","202"
"21064","202_","ICD9:202.3","ICD9","2023"
"21065","202_","ICD9:202.30","ICD9","20230"
"21066","202_","ICD9:202.31","ICD9","20231"
"21067","202_","ICD9:202.32","ICD9","20232"
"21068","202_","ICD9:202.33","ICD9","20233"
"21069","202_","ICD9:202.34","ICD9","20234"
"21070","202_","ICD9:202.35","ICD9","20235"
"21071","202_","ICD9:202.36","ICD9","20236"
"21072","202_","ICD9:202.37","ICD9","20237"
"21073","202_","ICD9:202.38","ICD9","20238"
"21074","202_","ICD9:202.5","ICD9","2025"
"21075","202_","ICD9:202.50","ICD9","20250"
"21076","202_","ICD9:202.51","ICD9","20251"
"21077","202_","ICD9:202.52","ICD9","20252"
"21078","202_","ICD9:202.53","ICD9","20253"
"21079","202_","ICD9:202.54","ICD9","20254"
"21080","202_","ICD9:202.55","ICD9","20255"
"21081","202_","ICD9:202.56","ICD9","20256"
